frozenset({'SynthesisImplicitLife1', 'Boots'})	IncreasedLife0	0.3473282442748091
frozenset({'SynthesisImplicitLife1', 'Boots'})	IncreasedLife1	0.34732824427480913
frozenset({'SynthesisImplicitLife1', 'Boots'})	IncreasedLife2	0.34732824427480913
frozenset({'SynthesisImplicitLife1', 'Boots'})	IncreasedLife3	0.34732824427480913
frozenset({'SynthesisImplicitLife1', 'Boots'})	IncreasedLife4	0.34732824427480913
frozenset({'SynthesisImplicitLife1', 'Boots'})	IncreasedLife5	0.3473282442748092
frozenset({'SynthesisImplicitLife1', 'Boots'})	IncreasedLife6	0.3473282442748092
frozenset({'SynthesisImplicitLife1', 'Boots'})	IncreasedLife7	0.34732824427480913
frozenset({'SynthesisImplicitLife1', 'Boots'})	IncreasedLife8	0.34732824427480913
frozenset({'SynthesisImplicitLife1', 'Boots'})	LocalBaseEvasionRatingAndLife1	0.11131008943727345
frozenset({'SynthesisImplicitLife1', 'Boots'})	LocalBaseEvasionRatingAndLife2	0.08475973849420584
frozenset({'SynthesisImplicitLife1', 'Boots'})	LocalBaseArmourAndLife1	0.1171028034272089
frozenset({'SynthesisImplicitLife1', 'Boots'})	LocalBaseArmourAndLife2	0.08969584283066102
frozenset({'SynthesisImplicitLife1', 'Boots'})	LocalBaseEnergyShieldAndLife1	0.16385882931628137
frozenset({'SynthesisImplicitLife1', 'Boots'})	LocalBaseEnergyShieldAndLife2	0.15265894984063075
frozenset({'SynthesisImplicitLife1', 'Helmet'})	IncreasedLife0	0.3473282442748091
frozenset({'SynthesisImplicitLife1', 'Helmet'})	IncreasedLife1	0.34732824427480913
frozenset({'SynthesisImplicitLife1', 'Helmet'})	IncreasedLife2	0.34732824427480913
frozenset({'SynthesisImplicitLife1', 'Helmet'})	IncreasedLife3	0.34732824427480913
frozenset({'SynthesisImplicitLife1', 'Helmet'})	IncreasedLife4	0.34732824427480913
frozenset({'SynthesisImplicitLife1', 'Helmet'})	IncreasedLife5	0.3473282442748092
frozenset({'SynthesisImplicitLife1', 'Helmet'})	IncreasedLife6	0.3473282442748092
frozenset({'SynthesisImplicitLife1', 'Helmet'})	IncreasedLife7	0.34732824427480913
frozenset({'SynthesisImplicitLife1', 'Helmet'})	IncreasedLife8	0.34732824427480913
frozenset({'SynthesisImplicitLife1', 'Helmet'})	IncreasedLife9	0.34732824427480913
frozenset({'SynthesisImplicitLife1', 'Helmet'})	LocalBaseArmourAndLife1	0.1171028034272089
frozenset({'SynthesisImplicitLife1', 'Helmet'})	LocalBaseArmourAndLife2	0.08969584283066102
frozenset({'SynthesisImplicitLife1', 'Helmet'})	LocalBaseArmourAndLife3	0.055334414248464574
frozenset({'SynthesisImplicitLife1', 'Helmet'})	LocalBaseEnergyShieldAndLife1	0.16385882931628137
frozenset({'SynthesisImplicitLife1', 'Helmet'})	LocalBaseEnergyShieldAndLife2	0.15265894984063075
frozenset({'SynthesisImplicitLife1', 'Helmet'})	LocalBaseEnergyShieldAndLife3_	0.1292844670739364
frozenset({'SynthesisImplicitLife1', 'Helmet'})	LocalBaseEvasionRatingAndLife1	0.11131008943727345
frozenset({'SynthesisImplicitLife1', 'Helmet'})	LocalBaseEvasionRatingAndLife2	0.08475973849420584
frozenset({'SynthesisImplicitLife1', 'Helmet'})	LocalBaseEvasionRatingAndLife3	0.0519082786807872
frozenset({'SynthesisImplicitLife1', 'Gloves'})	IncreasedLife0	0.3473282442748091
frozenset({'SynthesisImplicitLife1', 'Gloves'})	IncreasedLife1	0.34732824427480913
frozenset({'SynthesisImplicitLife1', 'Gloves'})	IncreasedLife2	0.34732824427480913
frozenset({'SynthesisImplicitLife1', 'Gloves'})	IncreasedLife3	0.34732824427480913
frozenset({'SynthesisImplicitLife1', 'Gloves'})	IncreasedLife4	0.34732824427480913
frozenset({'SynthesisImplicitLife1', 'Gloves'})	IncreasedLife5	0.3473282442748092
frozenset({'SynthesisImplicitLife1', 'Gloves'})	IncreasedLife6	0.3473282442748092
frozenset({'SynthesisImplicitLife1', 'Gloves'})	IncreasedLife7	0.34732824427480913
frozenset({'SynthesisImplicitLife1', 'Gloves'})	IncreasedLife8	0.34732824427480913
frozenset({'SynthesisImplicitLife1', 'Gloves'})	LocalBaseArmourAndLife1	0.1171028034272089
frozenset({'SynthesisImplicitLife1', 'Gloves'})	LocalBaseArmourAndLife2	0.08969584283066102
